gender,category,preferred_stream,entrance_exam,entrance_score,board_percentage,scholarship_eligibility,admission_status
female,general,science,none,0,89.89,no,rejected
male,st,arts,none,0,93.59,yes,admitted
female,ews,commerce,cet,108,96.59,no,rejected
male,general,arts,none,0,98.32,yes,admitted
female,general,engineering,jee,40,92.44,no,rejected
female,general,arts,none,0,67.75,no,rejected
male,st,pharmacy,none,0,73.73,yes,admitted
male,st,law,none,0,91.62,no,rejected
male,ews,nursing,cet,16,94.91,no,rejected
other,st,arts,none,0,68.05,no,rejected
male,sc,commerce,none,0,81.42,no,rejected
other,st,medical,neet,506,58.94,yes,admitted
female,obc,architecture,none,0,50.44,no,rejected
other,st,pharmacy,cet,66,67.77,no,admitted
other,general,engineering,jee,161,96.06,no,rejected
male,ews,agriculture,cet,65,82.79,no,rejected
female,general,nursing,cet,15,94.73,no,rejected
other,ews,nursing,none,0,67.94,no,rejected
male,sc,computer applications,none,0,52.37,no,rejected
female,st,medical,neet,482,67.95,no,rejected
female,general,agriculture,cet,81,71.43,no,rejected
male,obc,arts,none,0,83.59,yes,admitted
other,ews,agriculture,none,0,98.35,yes,admitted
male,general,science,none,0,65.53,no,rejected
other,general,management,none,0,87.85,yes,admitted
male,st,pharmacy,cet,174,94.33,no,rejected
female,ews,law,cet,153,62.4,no,admitted
female,sc,arts,none,0,89.03,no,rejected
other,general,engineering,cet,187,97.72,yes,admitted
other,general,agriculture,cet,29,88.87,no,rejected
other,ews,management,none,0,69.87,yes,admitted
other,obc,nursing,none,0,79.15,no,rejected
other,sc,pharmacy,cet,77,87.28,no,rejected
male,ews,commerce,cet,155,90.4,no,rejected
other,obc,architecture,cet,47,85.42,yes,admitted
female,general,arts,none,0,98.89,yes,admitted
female,ews,nursing,cet,91,93.08,yes,admitted
male,st,pharmacy,cet,13,60.75,no,rejected
other,st,management,none,0,99.53,no,rejected
male,ews,architecture,cet,13,85.22,no,rejected
female,st,arts,none,0,95.66,yes,admitted
male,st,computer applications,cet,50,74.87,no,rejected
female,obc,law,none,0,94.68,yes,admitted
female,general,medical,neet,634,99.23,no,rejected
female,st,arts,none,0,91.12,no,rejected
female,ews,engineering,jee,16,89.89,no,rejected
other,st,management,cet,37,60.8,no,rejected
other,st,management,none,0,56.76,no,rejected
female,st,agriculture,cet,89,88.47,yes,admitted
other,obc,law,cet,8,85.32,no,rejected
other,general,nursing,cet,26,81.22,no,rejected
male,st,management,cet,106,72.32,no,rejected
female,ews,arts,cet,175,53.25,no,admitted
other,general,commerce,none,0,78.54,no,rejected
female,general,nursing,cet,29,76.62,no,admitted
male,st,science,none,0,85.87,no,rejected
female,sc,engineering,cet,51,54.46,no,rejected
female,ews,medical,neet,35,70.13,no,rejected
other,sc,management,cet,30,71.03,no,rejected
female,sc,computer applications,none,0,73.22,no,admitted
male,general,pharmacy,cet,134,51.71,no,rejected
male,ews,arts,none,0,79.26,no,rejected
male,obc,science,none,0,59.65,yes,admitted
male,sc,engineering,jee,26,95.61,yes,admitted
other,st,management,cet,21,81.6,no,admitted
male,ews,science,none,0,91.55,no,rejected
female,st,nursing,cet,28,74.59,no,rejected
male,st,agriculture,cet,193,68.55,no,rejected
female,general,computer applications,cet,192,62.91,no,rejected
other,general,law,none,0,69.81,no,rejected
female,ews,arts,none,0,96.04,no,rejected
male,ews,agriculture,none,0,96.26,yes,admitted
other,st,engineering,cet,162,96.97,yes,admitted
female,ews,nursing,cet,31,88.3,yes,admitted
male,obc,computer applications,none,0,58.94,no,rejected
other,obc,engineering,jee,261,85.88,yes,admitted
other,general,science,none,0,66.77,no,rejected
female,st,nursing,none,0,71.26,no,rejected
male,st,architecture,cet,171,73.07,no,rejected
female,obc,arts,none,0,62.8,yes,admitted
female,ews,computer applications,none,0,60.41,no,rejected
other,general,management,cet,133,55.18,no,rejected
other,st,nursing,none,0,72.06,no,rejected
male,obc,arts,cet,138,79.6,no,rejected
female,st,architecture,cet,109,94.12,yes,admitted
male,sc,architecture,cet,60,50.88,no,rejected
female,obc,engineering,jee,205,52.27,yes,admitted
female,general,management,none,0,87.17,no,rejected
female,st,management,none,0,89.52,yes,admitted
female,general,medical,neet,212,51.72,no,rejected
female,sc,computer applications,none,0,88.08,yes,admitted
other,ews,law,none,0,77.96,no,admitted
female,ews,law,cet,117,65.98,no,rejected
male,sc,science,none,0,82.64,no,admitted
other,st,agriculture,none,0,65.35,no,rejected
female,ews,medical,neet,502,72.01,no,admitted
other,st,nursing,cet,161,74.38,no,rejected
other,obc,architecture,none,0,64.7,no,rejected
male,ews,science,none,0,66.41,no,rejected
other,general,management,none,0,94.55,yes,admitted
other,sc,management,none,0,70.4,no,rejected
male,st,commerce,cet,191,63.86,no,admitted
male,sc,agriculture,cet,37,75.32,no,admitted
male,obc,engineering,jee,17,56.7,no,rejected
other,sc,medical,neet,95,78.23,no,rejected
other,sc,nursing,none,0,92.04,yes,admitted
male,st,computer applications,none,0,74.04,no,rejected
female,ews,law,cet,60,50.78,no,rejected
male,st,commerce,cet,135,95.16,yes,admitted
male,obc,architecture,cet,158,87.55,yes,admitted
male,general,management,cet,39,98.42,yes,admitted
male,sc,engineering,jee,285,90.29,yes,admitted
other,ews,law,cet,195,93.02,yes,admitted
other,st,architecture,cet,133,95.76,no,rejected
male,obc,architecture,none,0,62.71,no,rejected
female,general,computer applications,none,0,99.27,no,rejected
male,obc,agriculture,cet,29,62.69,no,rejected
female,st,engineering,cet,147,98.81,no,rejected
other,st,pharmacy,cet,132,89.75,yes,admitted
other,sc,pharmacy,cet,64,86.64,no,rejected
other,obc,science,cet,159,61.5,yes,admitted
male,general,medical,neet,10,65.33,no,rejected
male,ews,agriculture,none,0,57.74,no,rejected
male,sc,medical,neet,204,64.77,yes,admitted
male,st,law,none,0,95.99,yes,admitted
female,sc,architecture,cet,16,72.95,no,rejected
female,sc,law,none,0,97.86,no,rejected
other,st,architecture,cet,134,79.58,no,rejected
male,obc,engineering,cet,145,50.81,no,admitted
male,ews,pharmacy,cet,191,66.88,no,rejected
other,sc,computer applications,none,0,67.07,no,rejected
other,st,pharmacy,cet,99,71.29,no,rejected
female,ews,nursing,cet,190,83.5,no,admitted
male,obc,law,none,0,63.41,yes,admitted
female,obc,commerce,none,0,70.33,no,rejected
male,ews,law,none,0,99.53,yes,admitted
female,st,commerce,none,0,68.12,no,rejected
other,st,arts,cet,58,75.24,no,rejected
male,ews,law,none,0,75.67,no,admitted
male,general,commerce,none,0,59.76,no,rejected
other,ews,engineering,cet,29,74.78,no,rejected
male,general,commerce,none,0,61.06,no,rejected
other,general,engineering,cet,198,55.39,no,rejected
other,obc,agriculture,cet,22,90.4,no,rejected
female,general,agriculture,cet,166,85.73,yes,admitted
female,general,commerce,none,0,63.51,yes,admitted
female,general,agriculture,none,0,56.73,no,rejected
female,sc,arts,none,0,99.15,yes,admitted
other,obc,arts,none,0,95.83,no,rejected
other,obc,pharmacy,cet,60,68.09,no,rejected
male,general,agriculture,none,0,82.24,no,rejected
male,ews,management,none,0,64.37,no,rejected
female,obc,architecture,cet,59,68.8,no,rejected
female,sc,computer applications,none,0,76.94,no,rejected
other,general,agriculture,cet,11,63.45,no,rejected
male,obc,management,cet,53,54.33,no,rejected
female,obc,law,none,0,86.0,no,rejected
male,ews,commerce,none,0,59.56,no,rejected
female,general,law,cet,28,65.02,no,rejected
other,sc,medical,neet,372,97.78,no,rejected
male,sc,architecture,none,0,80.14,no,admitted
male,general,computer applications,cet,76,61.4,no,rejected
female,obc,engineering,jee,89,64.27,no,rejected
other,general,agriculture,cet,2,61.19,no,rejected
female,general,architecture,none,0,93.49,no,rejected
other,st,agriculture,cet,162,90.02,no,rejected
male,sc,management,none,0,77.41,no,rejected
other,sc,agriculture,none,0,56.45,no,rejected
male,obc,computer applications,none,0,86.93,no,rejected
male,st,arts,cet,13,92.44,yes,admitted
female,ews,pharmacy,none,0,76.38,no,admitted
male,ews,medical,neet,113,60.55,no,admitted
other,general,agriculture,cet,192,84.73,no,admitted
other,st,management,cet,160,66.33,no,admitted
female,obc,architecture,none,0,95.83,yes,admitted
female,ews,architecture,none,0,91.51,yes,admitted
other,sc,management,none,0,70.31,no,rejected
other,st,science,none,0,52.01,no,rejected
female,sc,architecture,cet,143,97.39,no,rejected
other,st,architecture,none,0,97.73,yes,admitted
male,ews,management,none,0,74.28,no,rejected
male,general,nursing,cet,21,50.44,no,admitted
male,ews,arts,none,0,86.14,no,rejected
male,sc,science,none,0,64.04,no,rejected
male,general,nursing,none,0,87.47,yes,admitted
female,sc,arts,cet,62,51.46,yes,admitted
other,general,commerce,none,0,80.84,no,rejected
female,sc,arts,none,0,96.97,yes,admitted
female,sc,computer applications,cet,53,75.97,no,rejected
male,obc,science,none,0,97.3,no,rejected
male,sc,engineering,jee,36,86.09,yes,admitted
female,st,computer applications,none,0,79.82,no,rejected
male,ews,pharmacy,cet,59,92.31,no,rejected
other,obc,management,none,0,96.02,no,rejected
female,general,commerce,none,0,92.94,no,rejected
female,sc,science,none,0,95.91,yes,admitted
male,ews,law,none,0,53.19,no,rejected
male,obc,agriculture,cet,95,60.63,no,admitted
male,general,management,none,0,63.36,no,rejected
other,ews,law,none,0,98.0,no,rejected
female,sc,medical,neet,184,95.6,no,rejected
other,obc,pharmacy,none,0,90.53,no,rejected
female,obc,engineering,jee,179,89.85,no,rejected
other,st,management,cet,107,72.3,no,rejected
other,general,law,cet,54,54.98,no,rejected
male,st,agriculture,cet,159,83.3,no,rejected
male,obc,nursing,none,0,76.1,no,rejected
other,obc,science,none,0,70.19,no,rejected
male,obc,medical,neet,408,68.16,no,rejected
other,ews,architecture,cet,198,58.07,no,rejected
female,sc,engineering,jee,135,70.27,no,admitted
other,ews,management,cet,143,96.18,yes,admitted
male,ews,agriculture,cet,127,59.86,no,admitted
male,st,agriculture,none,0,79.94,no,rejected
female,sc,computer applications,cet,12,81.2,no,rejected
male,ews,computer applications,none,0,69.1,no,rejected
male,sc,commerce,none,0,63.48,no,rejected
female,sc,agriculture,cet,83,57.79,yes,admitted
male,obc,computer applications,none,0,70.81,no,admitted
male,ews,engineering,jee,124,75.17,yes,admitted
other,obc,architecture,cet,100,51.82,no,rejected
male,ews,law,none,0,96.2,yes,admitted
other,obc,medical,neet,577,50.44,no,rejected
other,st,commerce,cet,24,52.41,no,rejected
other,obc,nursing,none,0,83.43,yes,admitted
male,ews,law,none,0,89.41,yes,admitted
male,ews,medical,neet,520,72.88,yes,admitted
other,st,computer applications,none,0,66.11,no,rejected
male,ews,science,none,0,85.75,no,rejected
female,sc,law,none,0,93.53,no,rejected
female,ews,medical,neet,153,65.72,no,admitted
other,sc,engineering,cet,94,80.74,no,rejected
other,general,nursing,cet,93,94.92,no,rejected
male,sc,management,none,0,83.17,no,admitted
female,general,architecture,cet,179,54.09,no,rejected
female,st,engineering,jee,159,58.01,no,admitted
other,general,architecture,none,0,90.18,no,rejected
female,obc,medical,neet,396,73.86,no,admitted
male,ews,medical,neet,556,61.61,no,rejected
other,st,management,cet,58,54.18,no,rejected
female,obc,pharmacy,cet,36,53.86,no,rejected
male,sc,computer applications,none,0,75.72,no,rejected
male,sc,arts,none,0,86.78,no,rejected
male,obc,commerce,none,0,70.77,no,rejected
other,st,computer applications,none,0,69.93,no,admitted
other,general,pharmacy,cet,53,50.44,no,rejected
female,sc,agriculture,none,0,68.26,no,rejected
male,obc,pharmacy,none,0,59.36,no,rejected
other,st,science,cet,139,69.88,no,admitted
female,st,engineering,cet,111,52.2,no,rejected
female,ews,science,none,0,77.83,no,rejected
male,obc,pharmacy,cet,91,78.93,yes,admitted
other,obc,architecture,none,0,92.18,yes,admitted
male,general,engineering,jee,125,58.32,no,rejected
female,ews,commerce,cet,5,80.4,yes,admitted
female,obc,computer applications,none,0,92.25,no,rejected
female,st,arts,none,0,95.82,no,rejected
female,obc,management,none,0,58.77,no,rejected
female,obc,arts,none,0,81.42,no,admitted
female,obc,commerce,none,0,57.61,no,rejected
female,st,management,none,0,59.72,no,rejected
female,obc,commerce,cet,36,85.82,no,rejected
other,obc,architecture,cet,10,91.95,no,rejected
other,st,science,none,0,68.14,no,rejected
male,sc,computer applications,cet,52,89.82,no,rejected
other,st,nursing,none,0,84.19,no,rejected
male,general,agriculture,cet,104,68.0,no,admitted
male,ews,agriculture,cet,186,63.99,yes,admitted
female,obc,engineering,jee,202,86.43,yes,admitted
male,general,agriculture,cet,123,92.08,no,rejected
female,general,architecture,none,0,54.52,no,rejected
male,obc,law,none,0,73.55,no,rejected
female,sc,computer applications,cet,172,63.71,no,rejected
other,general,computer applications,cet,125,55.69,no,rejected
other,st,nursing,cet,46,59.1,no,rejected
female,st,architecture,cet,142,90.62,no,rejected
male,st,management,cet,163,84.11,no,rejected
other,general,commerce,cet,59,98.39,no,rejected
male,general,management,none,0,66.58,no,rejected
female,obc,law,none,0,95.62,no,rejected
male,sc,architecture,cet,35,54.39,no,rejected
female,sc,arts,none,0,93.67,no,rejected
male,obc,science,none,0,52.51,no,rejected
other,obc,arts,none,0,58.88,no,rejected
male,sc,arts,none,0,90.17,yes,admitted
female,sc,science,none,0,96.76,no,rejected
female,sc,medical,neet,410,79.56,no,admitted
female,st,arts,none,0,93.02,no,rejected
female,st,pharmacy,cet,130,56.15,no,rejected
male,ews,architecture,none,0,93.2,yes,admitted
other,ews,architecture,none,0,64.22,no,rejected
female,obc,science,none,0,96.99,no,rejected
male,obc,medical,neet,519,71.35,no,admitted
male,obc,medical,neet,122,89.02,no,rejected
female,obc,management,none,0,84.86,no,rejected
other,sc,management,none,0,50.84,no,rejected
other,st,pharmacy,none,0,60.77,no,rejected
female,general,pharmacy,cet,54,78.38,no,rejected
female,ews,architecture,cet,125,61.17,no,rejected
male,general,arts,none,0,89.5,yes,admitted
female,sc,management,none,0,91.01,no,rejected
male,sc,agriculture,cet,99,51.06,no,rejected
other,obc,science,cet,54,80.16,no,rejected
female,obc,law,none,0,99.53,no,rejected
male,sc,commerce,none,0,76.61,yes,admitted
other,general,commerce,cet,108,92.33,no,rejected
other,st,arts,none,0,55.54,no,rejected
male,st,science,none,0,86.46,no,rejected
male,st,arts,none,0,60.32,no,rejected
male,ews,commerce,none,0,64.12,no,rejected
female,ews,computer applications,none,0,74.78,no,rejected
female,general,commerce,cet,75,96.97,yes,admitted
other,ews,medical,neet,284,84.06,no,admitted
other,sc,agriculture,cet,129,96.16,yes,admitted
other,general,agriculture,cet,58,86.92,no,rejected
other,ews,agriculture,cet,106,87.65,no,rejected
male,ews,science,none,0,92.84,no,rejected
male,obc,arts,cet,44,66.38,yes,admitted
other,ews,commerce,none,0,89.54,yes,admitted
female,st,commerce,none,0,92.16,yes,admitted
male,sc,nursing,cet,17,87.03,no,rejected
other,general,medical,neet,511,84.11,no,admitted
male,st,architecture,none,0,59.42,no,rejected
other,ews,management,none,0,97.91,no,rejected
other,general,engineering,jee,185,64.21,no,admitted
female,general,agriculture,cet,80,70.79,yes,admitted
female,obc,science,none,0,53.49,no,rejected
other,obc,arts,none,0,51.08,no,rejected
other,obc,pharmacy,cet,112,58.45,no,rejected
female,ews,agriculture,cet,153,81.07,no,rejected
male,ews,nursing,cet,148,64.73,no,rejected
male,st,science,none,0,93.96,yes,admitted
female,obc,arts,none,0,51.01,no,rejected
male,obc,architecture,cet,154,59.79,no,rejected
other,general,arts,cet,170,54.08,no,rejected
female,st,engineering,jee,206,55.12,no,rejected
other,obc,computer applications,none,0,61.9,no,rejected
male,ews,pharmacy,none,0,93.25,no,rejected
male,st,medical,neet,141,92.78,yes,admitted
female,sc,architecture,cet,90,66.36,no,rejected
male,ews,agriculture,none,0,53.78,no,rejected
other,general,architecture,cet,134,84.14,yes,admitted
female,sc,law,cet,95,84.82,no,rejected
other,obc,computer applications,none,0,96.21,no,rejected
other,general,commerce,none,0,95.95,no,rejected
male,ews,medical,neet,254,62.93,no,rejected
other,st,law,none,0,94.24,no,rejected
male,general,commerce,none,0,76.56,no,rejected
other,general,law,none,0,95.74,yes,admitted
other,obc,management,none,0,83.77,no,rejected
other,ews,agriculture,cet,97,73.22,no,admitted
female,general,architecture,cet,47,78.91,no,rejected
male,st,architecture,cet,8,61.75,no,rejected
male,general,nursing,cet,142,78.45,yes,admitted
male,obc,agriculture,none,0,63.54,no,rejected
other,sc,computer applications,none,0,72.09,yes,admitted
female,general,agriculture,none,0,64.86,yes,admitted
male,obc,law,none,0,72.17,no,rejected
male,obc,computer applications,none,0,92.97,no,rejected
male,general,pharmacy,cet,179,78.35,yes,admitted
male,general,architecture,cet,102,52.45,no,rejected
other,general,architecture,cet,112,84.88,no,rejected
other,st,engineering,jee,268,83.07,yes,admitted
female,general,engineering,jee,184,54.47,no,rejected
other,sc,nursing,none,0,65.6,yes,admitted
female,general,arts,none,0,62.68,no,rejected
male,obc,engineering,cet,48,73.02,no,rejected
other,general,medical,neet,292,69.1,no,admitted
male,obc,engineering,jee,52,91.39,yes,admitted
other,st,science,none,0,69.54,no,rejected
other,sc,management,none,0,55.91,no,rejected
male,general,computer applications,cet,91,64.2,no,rejected
male,general,engineering,jee,151,56.99,no,rejected
female,obc,pharmacy,cet,62,66.27,no,rejected
